Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
2L,2L3X2X1/2LLBB,2L3X2X1/2LLBB,,15.4,4.52,3,,,,,,,,2,,,,,,,0.5,,,,,,,1.08,,,0.74,,6,,,,,3.84,3.56,2,0.92,2.86,2.62,1.43,0.8,,,,,,,,,,,,,1.47,0.68,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X1/2X3/8LLBB,2L3X2X1/2X3/8LLBB,,15.4,4.52,3,,,,,,,,2,,,,,,,0.5,,,,,,,1.08,,,0.74,,6,,,,,3.84,3.56,2,0.92,3.99,3.47,1.82,0.94,,,,,,,,,,,,,1.55,0.72,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X1/2X3/4LLBB,2L3X2X1/2X3/4LLBB,,15.4,4.52,3,,,,,,,,2,,,,,,,0.5,,,,,,,1.08,,,0.74,,6,,,,,3.84,3.56,2,0.92,5.47,4.32,2.3,1.1,,,,,,,,,,,,,1.66,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/8LLBB,2L3X2X3/8LLBB,,11.8,3.5,3,,,,,,,,2,,,,,,,0.38,,,,,,,1.03,,,0.67,,8,,,,,3.08,2.78,1.56,0.94,2.08,1.87,1.04,0.77,,,,,,,,,,,,,1.48,0.68,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/8X3/8LLBB,2L3X2X3/8X3/8LLBB,,11.8,3.5,3,,,,,,,,2,,,,,,,0.38,,,,,,,1.03,,,0.67,,8,,,,,3.08,2.78,1.56,0.94,2.9,2.53,1.33,0.91,,,,,,,,,,,,,1.55,0.71,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/8X3/4LLBB,2L3X2X3/8X3/4LLBB,,11.8,3.5,3,,,,,,,,2,,,,,,,0.38,,,,,,,1.03,,,0.67,,8,,,,,3.08,2.78,1.56,0.94,4.01,3.18,1.69,1.07,,,,,,,,,,,,,1.65,0.74,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X5/16LLBB,2L3X2X5/16LLBB,,10,2.96,3,,,,,,,,2,,,,,,,0.31,,,,,,,1.01,,,0.63,,9.58,,,,,2.64,2.38,1.32,0.95,1.71,1.51,0.86,0.76,,,,,,,,,,,,,1.48,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X5/16X3/8LLBB,2L3X2X5/16X3/8LLBB,,10,2.96,3,,,,,,,,2,,,,,,,0.31,,,,,,,1.01,,,0.63,,9.58,,,,,2.64,2.38,1.32,0.95,2.38,2.07,1.09,0.9,,,,,,,,,,,,,1.56,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X5/16X3/4LLBB,2L3X2X5/16X3/4LLBB,,10,2.96,3,,,,,,,,2,,,,,,,0.31,,,,,,,1.01,,,0.63,,9.58,,,,,2.64,2.38,1.32,0.95,3.26,2.62,1.37,1.05,,,,,,,,,,,,,1.65,0.73,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X1/4LLBB,2L3X2X1/4LLBB,,8.2,2.4,3,,,,,,,,2,,,,,,,0.25,,,,,,,0.98,,,0.6,,12,,,,,2.18,1.94,1.08,0.95,1.35,1.17,0.68,0.75,,,,,,,,,,,,,1.48,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X1/4X3/8LLBB,2L3X2X1/4X3/8LLBB,,8.2,2.4,3,,,,,,,,2,,,,,,,0.25,,,,,,,0.98,,,0.6,,12,,,,,2.18,1.94,1.08,0.95,1.87,1.62,0.86,0.88,,,,,,,,,,,,,1.56,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X1/4X3/4LLBB,2L3X2X1/4X3/4LLBB,,8.2,2.4,3,,,,,,,,2,,,,,,,0.25,,,,,,,0.98,,,0.6,,12,,,,,2.18,1.94,1.08,0.95,2.55,2.07,1.07,1.03,,,,,,,,,,,,,1.65,0.73,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/16LLBB,2L3X2X3/16LLBB,,6.14,1.83,3,,,,,,,,2,,,,,,,0.19,,,,,,,0.95,,,0.56,,16,,,,,1.69,1.49,0.83,0.96,1,0.85,0.5,0.74,,,,,,,,,,,,,1.49,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/16X3/8LLBB,2L3X2X3/16X3/8LLBB,,6.14,1.83,3,,,,,,,,2,,,,,,,0.19,,,,,,,0.95,,,0.56,,16,,,,,1.69,1.49,0.83,0.96,1.38,1.19,0.63,0.87,,,,,,,,,,,,,1.55,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L3X2X3/16X3/4LLBB,2L3X2X3/16X3/4LLBB,,6.14,1.83,3,,,,,,,,2,,,,,,,0.19,,,,,,,0.95,,,0.56,,16,,,,,1.69,1.49,0.83,0.96,1.9,1.54,0.8,1.02,,,,,,,,,,,,,1.64,0.73,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/8LLBB,2L2-1/2X2X3/8LLBB,,10.6,3.1,2.5,,,,,,,,2,,,,,,,0.38,,,,,,,0.83,,,0.43,,6.67,,,,,1.83,1.96,1.09,0.77,2.06,1.79,1.03,0.82,,,,,,,,,,,,,1.29,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/8X3/8LLBB,2L2-1/2X2X3/8X3/8LLBB,,10.6,3.1,2.5,,,,,,,,2,,,,,,,0.38,,,,,,,0.83,,,0.43,,6.67,,,,,1.83,1.96,1.09,0.77,2.84,2.37,1.3,0.96,,,,,,,,,,,,,1.38,0.79,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/8X3/4LLBB,2L2-1/2X2X3/8X3/4LLBB,,10.6,3.1,2.5,,,,,,,,2,,,,,,,0.38,,,,,,,0.83,,,0.43,,6.67,,,,,1.83,1.96,1.09,0.77,3.82,2.95,1.61,1.11,,,,,,,,,,,,,1.49,0.82,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X5/16LLBB,2L2-1/2X2X5/16LLBB,,9,2.64,2.5,,,,,,,,2,,,,,,,0.31,,,,,,,0.8,,,0.39,,7.99,,,,,1.58,1.68,0.93,0.77,1.71,1.47,0.86,0.8,,,,,,,,,,,,,1.29,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X5/16X3/8LLBB,2L2-1/2X2X5/16X3/8LLBB,,9,2.64,2.5,,,,,,,,2,,,,,,,0.31,,,,,,,0.8,,,0.39,,7.99,,,,,1.58,1.68,0.93,0.77,2.35,1.96,1.07,0.94,,,,,,,,,,,,,1.38,0.78,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X5/16X3/4LLBB,2L2-1/2X2X5/16X3/4LLBB,,9,2.64,2.5,,,,,,,,2,,,,,,,0.31,,,,,,,0.8,,,0.39,,7.99,,,,,1.58,1.68,0.93,0.77,3.19,2.46,1.34,1.1,,,,,,,,,,,,,1.49,0.81,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X1/4LLBB,2L2-1/2X2X1/4LLBB,,7.24,2.14,2.5,,,,,,,,2,,,,,,,0.25,,,,,,,0.78,,,0.36,,10,,,,,1.31,1.38,0.76,0.78,1.35,1.14,0.68,0.79,,,,,,,,,,,,,1.29,0.74,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X1/4X3/8LLBB,2L2-1/2X2X1/4X3/8LLBB,,7.24,2.14,2.5,,,,,,,,2,,,,,,,0.25,,,,,,,0.78,,,0.36,,10,,,,,1.31,1.38,0.76,0.78,1.85,1.54,0.85,0.93,,,,,,,,,,,,,1.38,0.78,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X1/4X3/4LLBB,2L2-1/2X2X1/4X3/4LLBB,,7.24,2.14,2.5,,,,,,,,2,,,,,,,0.25,,,,,,,0.78,,,0.36,,10,,,,,1.31,1.38,0.76,0.78,2.5,1.94,1.05,1.08,,,,,,,,,,,,,1.49,0.81,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/16LLBB,2L2-1/2X2X3/16LLBB,,5.5,1.64,2.5,,,,,,,,2,,,,,,,0.19,,,,,,,0.75,,,0.32,,13.3,,,,,1.02,1.06,0.59,0.79,1.01,0.83,0.51,0.78,,,,,,,,,,,,,1.29,0.74,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/16X3/8LLBB,2L2-1/2X2X3/16X3/8LLBB,,5.5,1.64,2.5,,,,,,,,2,,,,,,,0.19,,,,,,,0.75,,,0.32,,13.3,,,,,1.02,1.06,0.59,0.79,1.38,1.14,0.63,0.92,,,,,,,,,,,,,1.38,0.77,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X2X3/16X3/4LLBB,2L2-1/2X2X3/16X3/4LLBB,,5.5,1.64,2.5,,,,,,,,2,,,,,,,0.19,,,,,,,0.75,,,0.32,,13.3,,,,,1.02,1.06,0.59,0.79,1.88,1.44,0.79,1.07,,,,,,,,,,,,,1.48,0.8,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X1/4LLBB,2L2-1/2X1-1/2X1/4LLBB,,6.38,1.89,2.5,,,,,,,,1.5,,,,,,,0.25,,,,,,,0.87,,,0.61,,10,,,,,1.19,1.29,0.73,0.79,0.57,0.71,0.38,0.55,,,,,,,,,,,,,1.21,0.63,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X1/4X3/8LLBB,2L2-1/2X1-1/2X1/4X3/8LLBB,,6.38,1.89,2.5,,,,,,,,1.5,,,,,,,0.25,,,,,,,0.87,,,0.61,,10,,,,,1.19,1.29,0.73,0.79,0.9,1.06,0.54,0.69,,,,,,,,,,,,,1.28,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X1/4X3/4LLBB,2L2-1/2X1-1/2X1/4X3/4LLBB,,6.38,1.89,2.5,,,,,,,,1.5,,,,,,,0.25,,,,,,,0.87,,,0.61,,10,,,,,1.19,1.29,0.73,0.79,1.37,1.41,0.73,0.85,,,,,,,,,,,,,1.38,0.71,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X3/16LLBB,2L2-1/2X1-1/2X3/16LLBB,,4.88,1.45,2.5,,,,,,,,1.5,,,,,,,0.19,,,,,,,0.84,,,0.57,,13.3,,,,,0.93,0.99,0.56,0.8,0.42,0.5,0.28,0.54,,,,,,,,,,,,,1.22,0.63,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X3/16X3/8LLBB,2L2-1/2X1-1/2X3/16X3/8LLBB,,4.88,1.45,2.5,,,,,,,,1.5,,,,,,,0.19,,,,,,,0.84,,,0.57,,13.3,,,,,0.93,0.99,0.56,0.8,0.67,0.77,0.39,0.68,,,,,,,,,,,,,1.29,0.66,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L2-1/2X1-1/2X3/16X3/4LLBB,2L2-1/2X1-1/2X3/16X3/4LLBB,,4.88,1.45,2.5,,,,,,,,1.5,,,,,,,0.19,,,,,,,0.84,,,0.57,,13.3,,,,,0.93,0.99,0.56,0.8,1.01,1.05,0.54,0.83,,,,,,,,,,,,,1.38,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1SLBB,2L8X6X1SLBB,,88.4,26.2,6,,,,,,,,8,,,,,,,1,,,,,,,1.65,,,0.82,,8,,,,,77.6,32.4,17.8,1.72,345,69.4,43.1,3.63,,,,,,,,,,,,,4.18,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1X3/8SLBB,2L8X6X1X3/8SLBB,,88.4,26.2,6,,,,,,,,8,,,,,,,1,,,,,,,1.65,,,0.82,,8,,,,,77.6,32.4,17.8,1.72,372,74.3,45.4,3.77,,,,,,,,,,,,,4.3,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1X3/4SLBB,2L8X6X1X3/4SLBB,,88.4,26.2,6,,,,,,,,8,,,,,,,1,,,,,,,1.65,,,0.82,,8,,,,,77.6,32.4,17.8,1.72,401,79.3,47.9,3.91,,,,,,,,,,,,,4.43,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/8SLBB,2L8X6X7/8SLBB,,78.2,23,6,,,,,,,,8,,,,,,,0.88,,,,,,,1.6,,,0.72,,9.14,,,,,69.8,28.7,15.9,1.74,300,59.8,37.5,3.61,,,,,,,,,,,,,4.17,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/8X3/8SLBB,2L8X6X7/8X3/8SLBB,,78.2,23,6,,,,,,,,8,,,,,,,0.88,,,,,,,1.6,,,0.72,,9.14,,,,,69.8,28.7,15.9,1.74,323,64.1,39.5,3.75,,,,,,,,,,,,,4.29,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/8X3/4SLBB,2L8X6X7/8X3/4SLBB,,78.2,23,6,,,,,,,,8,,,,,,,0.88,,,,,,,1.6,,,0.72,,9.14,,,,,69.8,28.7,15.9,1.74,348,68.4,41.6,3.89,,,,,,,,,,,,,4.42,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X3/4SLBB,2L8X6X3/4SLBB,,67.6,20,6,,,,,,,,8,,,,,,,0.75,,,,,,,1.56,,,0.62,,10.7,,,,,61.5,24.9,13.8,1.75,258,50.9,32.2,3.59,,,,,,,,,,,,,4.17,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X3/4X3/8SLBB,2L8X6X3/4X3/8SLBB,,67.6,20,6,,,,,,,,8,,,,,,,0.75,,,,,,,1.56,,,0.62,,10.7,,,,,61.5,24.9,13.8,1.75,277,54.7,33.8,3.72,,,,,,,,,,,,,4.28,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X3/4X3/4SLBB,2L8X6X3/4X3/4SLBB,,67.6,20,6,,,,,,,,8,,,,,,,0.75,,,,,,,1.56,,,0.62,,10.7,,,,,61.5,24.9,13.8,1.75,298,58.4,35.6,3.86,,,,,,,,,,,,,4.4,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X5/8SLBB,2L8X6X5/8SLBB,,57,16.8,6,,,,,,,,8,,,,,,,0.63,,,,,,,1.51,,,0.53,,12.8,,,,,52.8,21,11.8,1.77,214,42,26.8,3.57,,,,,,,,,,,,,4.16,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X5/8X3/8SLBB,2L8X6X5/8X3/8SLBB,,57,16.8,6,,,,,,,,8,,,,,,,0.63,,,,,,,1.51,,,0.53,,12.8,,,,,52.8,21,11.8,1.77,230,45.2,28.1,3.7,,,,,,,,,,,,,4.27,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X5/8X3/4SLBB,2L8X6X5/8X3/4SLBB,,57,16.8,6,,,,,,,,8,,,,,,,0.63,,,,,,,1.51,,,0.53,,12.8,,,,,52.8,21,11.8,1.77,248,48.4,29.6,3.84,,,,,,,,,,,,,4.39,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X9/16SLBB,2L8X6X9/16SLBB,,51.4,15.2,6,,,,,,,,8,,,,,,,0.56,,,,,,,1.49,,,0.48,,14.2,,,,,48.2,19,10.7,1.78,192,37.7,24,3.55,,,,,,,,,,,,,4.15,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X9/16X3/8SLBB,2L8X6X9/16X3/8SLBB,,51.4,15.2,6,,,,,,,,8,,,,,,,0.56,,,,,,,1.49,,,0.48,,14.2,,,,,48.2,19,10.7,1.78,207,40.6,25.3,3.69,,,,,,,,,,,,,4.27,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X9/16X3/4SLBB,2L8X6X9/16X3/4SLBB,,51.4,15.2,6,,,,,,,,8,,,,,,,0.56,,,,,,,1.49,,,0.48,,14.2,,,,,48.2,19,10.7,1.78,223,43.5,26.6,3.83,,,,,,,,,,,,,4.39,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1/2SLBB,2L8X6X1/2SLBB,,46,13.6,6,,,,,,,,8,,,,,,,0.5,,,,,,,1.46,,,0.43,,16,,,,,43.5,17,9.58,1.79,170,33.5,21.2,3.54,,,,,,,,,,,,,4.15,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1/2X3/8SLBB,2L8X6X1/2X3/8SLBB,,46,13.6,6,,,,,,,,8,,,,,,,0.5,,,,,,,1.46,,,0.43,,16,,,,,43.5,17,9.58,1.79,184,36,22.5,3.68,,,,,,,,,,,,,4.26,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X1/2X3/4SLBB,2L8X6X1/2X3/4SLBB,,46,13.6,6,,,,,,,,8,,,,,,,0.5,,,,,,,1.46,,,0.43,,16,,,,,43.5,17,9.58,1.79,197,38.6,23.5,3.81,,,,,,,,,,,,,4.38,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/16SLBB,2L8X6X7/16SLBB,,40.4,12,6,,,,,,,,8,,,,,,,0.44,,,,,,,1.44,,,0.37,,18.3,,,,,38.6,15,8.46,1.8,150,29.1,18.8,3.53,,,,,,,,,,,,,4.15,0.91,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/16X3/8SLBB,2L8X6X7/16X3/8SLBB,,40.4,12,6,,,,,,,,8,,,,,,,0.44,,,,,,,1.44,,,0.37,,18.3,,,,,38.6,15,8.46,1.8,161,31.4,19.7,3.66,,,,,,,,,,,,,4.26,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X6X7/16X3/4SLBB,2L8X6X7/16X3/4SLBB,,40.4,12,6,,,,,,,,8,,,,,,,0.44,,,,,,,1.44,,,0.37,,18.3,,,,,38.6,15,8.46,1.8,173,33.6,20.7,3.8,,,,,,,,,,,,,4.38,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1SLBB,2L8X4X1SLBB,,74.8,22.2,4,,,,,,,,8,,,,,,,1,,,,,,,1.04,,,0.69,,8,,,,,23.3,15.5,7.87,1.03,345,67.3,43.1,3.94,,,,,,,,,,,,,4.11,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1X3/8SLBB,2L8X4X1X3/8SLBB,,74.8,22.2,4,,,,,,,,8,,,,,,,1,,,,,,,1.04,,,0.69,,8,,,,,23.3,15.5,7.87,1.03,370,71.4,45.2,4.08,,,,,,,,,,,,,4.25,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1X3/4SLBB,2L8X4X1X3/4SLBB,,74.8,22.2,4,,,,,,,,8,,,,,,,1,,,,,,,1.04,,,0.69,,8,,,,,23.3,15.5,7.87,1.03,397,75.6,47.4,4.23,,,,,,,,,,,,,4.39,0.99,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/8SLBB,2L8X4X7/8SLBB,,66.2,19.6,4,,,,,,,,8,,,,,,,0.88,,,,,,,1,,,0.61,,9.14,,,,,21.1,13.5,7.02,1.04,300,58.5,37.5,3.91,,,,,,,,,,,,,4.09,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/8X3/8SLBB,2L8X4X7/8X3/8SLBB,,66.2,19.6,4,,,,,,,,8,,,,,,,0.88,,,,,,,1,,,0.61,,9.14,,,,,21.1,13.5,7.02,1.04,323,62.2,39.5,4.06,,,,,,,,,,,,,4.22,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/8X3/4SLBB,2L8X4X7/8X3/4SLBB,,66.2,19.6,4,,,,,,,,8,,,,,,,0.88,,,,,,,1,,,0.61,,9.14,,,,,21.1,13.5,7.02,1.04,347,65.9,41.4,4.21,,,,,,,,,,,,,4.37,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X3/4SLBB,2L8X4X3/4SLBB,,57.4,17,4,,,,,,,,8,,,,,,,0.75,,,,,,,0.95,,,0.53,,10.7,,,,,18.7,11.6,6.14,1.05,257,49.9,32.1,3.89,,,,,,,,,,,,,4.07,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X3/4X3/8SLBB,2L8X4X3/4X3/8SLBB,,57.4,17,4,,,,,,,,8,,,,,,,0.75,,,,,,,0.95,,,0.53,,10.7,,,,,18.7,11.6,6.14,1.05,276,53.1,33.7,4.03,,,,,,,,,,,,,4.2,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X3/4X3/4SLBB,2L8X4X3/4X3/4SLBB,,57.4,17,4,,,,,,,,8,,,,,,,0.75,,,,,,,0.95,,,0.53,,10.7,,,,,18.7,11.6,6.14,1.05,297,56.3,35.5,4.18,,,,,,,,,,,,,4.35,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X5/8SLBB,2L8X4X5/8SLBB,,48.4,14.3,4,,,,,,,,8,,,,,,,0.63,,,,,,,0.9,,,0.45,,12.8,,,,,16.2,9.73,5.23,1.06,213,41.4,26.6,3.86,,,,,,,,,,,,,4.05,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X5/8X3/8SLBB,2L8X4X5/8X3/8SLBB,,48.4,14.3,4,,,,,,,,8,,,,,,,0.63,,,,,,,0.9,,,0.45,,12.8,,,,,16.2,9.73,5.23,1.06,229,44.1,28,4,,,,,,,,,,,,,4.18,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X5/8X3/4SLBB,2L8X4X5/8X3/4SLBB,,48.4,14.3,4,,,,,,,,8,,,,,,,0.63,,,,,,,0.9,,,0.45,,12.8,,,,,16.2,9.73,5.23,1.06,246,46.8,29.4,4.15,,,,,,,,,,,,,4.32,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X9/16SLBB,2L8X4X9/16SLBB,,43.8,13,4,,,,,,,,8,,,,,,,0.56,,,,,,,0.88,,,0.41,,14.2,,,,,14.9,8.77,4.77,1.07,193,37.1,24.1,3.85,,,,,,,,,,,,,4.04,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X9/16X3/8SLBB,2L8X4X9/16X3/8SLBB,,43.8,13,4,,,,,,,,8,,,,,,,0.56,,,,,,,0.88,,,0.41,,14.2,,,,,14.9,8.77,4.77,1.07,207,39.6,25.3,3.99,,,,,,,,,,,,,4.17,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X9/16X3/4SLBB,2L8X4X9/16X3/4SLBB,,43.8,13,4,,,,,,,,8,,,,,,,0.56,,,,,,,0.88,,,0.41,,14.2,,,,,14.9,8.77,4.77,1.07,222,42,26.5,4.13,,,,,,,,,,,,,4.31,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1/2SLBB,2L8X4X1/2SLBB,,39.2,11.6,4,,,,,,,,8,,,,,,,0.5,,,,,,,0.85,,,0.36,,16,,,,,13.5,7.81,4.29,1.08,170,32.9,21.2,3.83,,,,,,,,,,,,,4.03,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1/2X3/8SLBB,2L8X4X1/2X3/8SLBB,,39.2,11.6,4,,,,,,,,8,,,,,,,0.5,,,,,,,0.85,,,0.36,,16,,,,,13.5,7.81,4.29,1.08,183,35.1,22.4,3.97,,,,,,,,,,,,,4.16,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X1/2X3/4SLBB,2L8X4X1/2X3/4SLBB,,39.2,11.6,4,,,,,,,,8,,,,,,,0.5,,,,,,,0.85,,,0.36,,16,,,,,13.5,7.81,4.29,1.08,197,37.3,23.5,4.12,,,,,,,,,,,,,4.3,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/16SLBB,2L8X4X7/16SLBB,,34.4,10.2,4,,,,,,,,8,,,,,,,0.44,,,,,,,0.83,,,0.32,,18.3,,,,,12.1,6.85,3.81,1.09,149,28.7,18.6,3.82,,,,,,,,,,,,,4.02,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/16X3/8SLBB,2L8X4X7/16X3/8SLBB,,34.4,10.2,4,,,,,,,,8,,,,,,,0.44,,,,,,,0.83,,,0.32,,18.3,,,,,12.1,6.85,3.81,1.09,160,30.6,19.5,3.96,,,,,,,,,,,,,4.15,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L8X4X7/16X3/4SLBB,2L8X4X7/16X3/4SLBB,,34.4,10.2,4,,,,,,,,8,,,,,,,0.44,,,,,,,0.83,,,0.32,,18.3,,,,,12.1,6.85,3.81,1.09,171,32.6,20.4,4.1,,,,,,,,,,,,,4.29,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X3/4SLBB,2L7X4X3/4SLBB,,52.4,15.5,4,,,,,,,,7,,,,,,,0.75,,,,,,,1,,,0.55,,9.33,,,,,18,11.2,6.01,1.08,173,38.7,24.7,3.34,,,,,,,,,,,,,3.57,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X3/4X3/8SLBB,2L7X4X3/4X3/8SLBB,,52.4,15.5,4,,,,,,,,7,,,,,,,0.75,,,,,,,1,,,0.55,,9.33,,,,,18,11.2,6.01,1.08,188,41.6,26.2,3.48,,,,,,,,,,,,,3.7,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X3/4X3/4SLBB,2L7X4X3/4X3/4SLBB,,52.4,15.5,4,,,,,,,,7,,,,,,,0.75,,,,,,,1,,,0.55,,9.33,,,,,18,11.2,6.01,1.08,204,44.5,27.7,3.63,,,,,,,,,,,,,3.84,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X5/8SLBB,2L7X4X5/8SLBB,,44.2,13,4,,,,,,,,7,,,,,,,0.63,,,,,,,0.96,,,0.46,,11.2,,,,,15.6,9.38,5.12,1.1,142,31.8,20.3,3.31,,,,,,,,,,,,,3.55,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X5/8X3/8SLBB,2L7X4X5/8X3/8SLBB,,44.2,13,4,,,,,,,,7,,,,,,,0.63,,,,,,,0.96,,,0.46,,11.2,,,,,15.6,9.38,5.12,1.1,156,34.3,21.7,3.46,,,,,,,,,,,,,3.68,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X5/8X3/4SLBB,2L7X4X5/8X3/4SLBB,,44.2,13,4,,,,,,,,7,,,,,,,0.63,,,,,,,0.96,,,0.46,,11.2,,,,,15.6,9.38,5.12,1.1,168,36.7,22.8,3.6,,,,,,,,,,,,,3.82,0.97,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L7X4X1/2SLBB,2L7X4X1/2SLBB,,35.8,10.5,4,,,,,,,,7,,,,,,,0.5,,,,,,,0.91,,,0.38,,14,,,,,13,7.54,4.2,1.11,114,25.2,16.3,3.29,,,,,,,,,,,,,3.53,0.97,,,,,,,,,,,,,,,,,,,,,,,,
